,cliente_doc,fecha_emision,punto_venta,comp_nro,razon_social,condicion_iva,domicilio,condicion_venta,producto,cantidad,unidad,precio_unitario,bonificacion,importe_bonificacion,subtotal,IVA_contenido,otros_tributos,importeTotal,archivo_origen
136,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003975
137,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003975
138,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003976
139,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003976
140,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003977
141,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003977
142,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003978
143,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003978
144,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003979
145,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003979
146,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003980
147,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003980
148,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003981
149,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003981
150,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003982
151,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003982
152,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003983
153,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003983
154,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003984
155,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003984
156,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003985
157,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003985
158,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003986
159,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003986
160,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003987
161,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003987
162,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Cajones,"3,00",unidades,3500.0,0.0,0.0,10500.0,2481.81,0.0,14300.0,30715431013_006_00001_00003988
163,,28/07/2026,00001,00003988,,Consumidor Final,,Contado / Cuenta Corriente / Otra,Rezagos varios,"1,00",unidades,3800.0,0.0,0.0,3800.0,,,,30715431013_006_00001_00003988
